station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_km_h,max_wind_speed_km_h,date
Ang Mo Kio,2024,10,8,1.6,1.6,1.6,1.6,28.6,31,26.2,5.9,36.3,2024-10-08
Ang Mo Kio,2024,10,9,0,0,0,0,28.7,32.6,26.6,4.9,34.6,2024-10-09
Ang Mo Kio,2024,10,10,5,4.4,5,5,28.5,31.7,26.1,4.2,23.3,2024-10-10
Ang Mo Kio,2024,10,11,25.2,15.4,18.6,19.2,27.4,31.4,24.8,3.7,27.4,2024-10-11
Ang Mo Kio,2024,10,12,5.4,1.8,3.4,4.4,27,30.7,26,3.3,22.4,2024-10-12
Ang Mo Kio,2024,10,13,2,2,2,2,28.4,32.2,25.3,4.9,27,2024-10-13
Ang Mo Kio,2024,10,14,27.2,10.6,14.2,17,26,28.5,23.5,4.4,32,2024-10-14
Ang Mo Kio,2024,10,15,13,12.2,13,13,27.9,32.2,23.9,5.9,27,2024-10-15
Ang Mo Kio,2024,10,16,8.2,8,8.2,8.2,28.2,31.3,24.5,4,40,2024-10-16
Ang Mo Kio,2024,10,17,5.4,5,5,5,27.2,29.5,24.4,3.4,35,2024-10-17
Ang Mo Kio,2024,10,18,0,0,0,0,27.8,31.8,25.6,4.1,20.2,2024-10-18
Ang Mo Kio,2024,10,19,0,0,0,0,28.2,32.2,26.2,4.4,31.7,2024-10-19
Ang Mo Kio,2024,10,20,7.6,2.4,3.8,6,27.4,32.1,22.6,4.6,35.9,2024-10-20
Ang Mo Kio,2024,10,21,0,0,0,0,30.2,35.4,26.7,5.4,27.8,2024-10-21
Ang Mo Kio,2024,10,22,0,0,0,0,30.2,34.3,27.3,5.7,24.8,2024-10-22
Ang Mo Kio,2024,10,23,0,0,0,0,30.2,34.6,27.7,5.5,27,2024-10-23
Ang Mo Kio,2024,10,24,0,0,0,0,29.1,33.7,26.7,4.8,24.4,2024-10-24
Ang Mo Kio,2024,10,25,0,0,0,0,29.3,32.9,26.8,5.6,32.8,2024-10-25
Ang Mo Kio,2024,10,26,0,0,0,0,30.2,33.8,27.3,6.3,28.9,2024-10-26
Ang Mo Kio,2024,10,27,0,0,0,0,30.8,34.5,27.5,6.7,30.2,2024-10-27
Ang Mo Kio,2024,10,28,4,4,4,4,30.2,33.8,26,5.2,27.8,2024-10-28
Ang Mo Kio,2024,10,29,0,0,0,0,30.5,34.2,28.5,5.5,31.3,2024-10-29
Ang Mo Kio,2024,10,30,0,0,0,0,30.2,34,27.4,5.8,24.1,2024-10-30
Ang Mo Kio,2024,10,31,1.4,1.4,1.4,1.4,29.6,32.5,25.8,4.9,29.1,2024-10-31
Ang Mo Kio,2024,11,1,0,0,0,0,28.7,34,26.3,5.8,38.5,2024-11-01
Ang Mo Kio,2024,11,2,0.2,0.2,0.2,0.2,27.9,31.3,26.7,5.3,31.7,2024-11-02
Ang Mo Kio,2024,11,3,7.4,7.2,7.4,7.4,28.1,32.7,25,4.5,27,2024-11-03
Ang Mo Kio,2024,11,4,0.8,0.6,0.6,0.8,27.3,30.3,24.4,4.3,30.2,2024-11-04
Ang Mo Kio,2024,11,5,0,0,0,0,29,32.9,26.1,4,24.8,2024-11-05
Ang Mo Kio,2024,11,6,19.6,10.6,16.6,19.6,27.6,32.3,23.3,5.5,35.2,2024-11-06
Ang Mo Kio,2024,11,7,3,2.2,2.8,3,27.6,31.3,25.1,4.4,24.8,2024-11-07
Ang Mo Kio,2024,11,8,3,1.8,2,2.2,28.5,32.8,23.9,5.5,33.2,2024-11-08
Ang Mo Kio,2024,11,9,23.8,13.2,14.8,15,27.6,31.7,24.3,3.3,29.8,2024-11-09
Ang Mo Kio,2024,11,10,38.6,22.6,25.6,25.6,27.2,33.2,23.7,4.9,31.7,2024-11-10
Ang Mo Kio,2024,11,11,18.6,13,16,16.6,27.1,31.8,23.7,3.5,28.9,2024-11-11
Ang Mo Kio,2024,11,12,49.6,40.8,49.4,49.6,27.4,33.9,23.9,4.7,38.2,2024-11-12
Ang Mo Kio,2024,11,13,9.8,7.6,8.6,9.6,27,31.9,25.1,3.4,26.7,2024-11-13
Ang Mo Kio,2024,11,14,0.6,0.4,0.6,0.6,27.9,33.2,25.2,3.3,25.6,2024-11-14
Ang Mo Kio,2024,11,15,2,1,1.2,1.4,27.6,33.1,25.3,3.5,20.2,2024-11-15
Ang Mo Kio,2024,11,16,80,35.6,65.2,77.8,26.9,32.7,23.7,3.3,38.9,2024-11-16
Ang Mo Kio,2024,11,17,5,1.8,3,4.6,26.3,31.5,25,3.8,30.6,2024-11-17
Ang Mo Kio,2024,11,18,4.8,4.6,4.6,4.6,26.5,29.4,25.1,5.5,27.4,2024-11-18
Ang Mo Kio,2024,11,19,9.6,4.8,5.8,6.6,26.1,30.2,24.8,3.9,25.6,2024-11-19
Ang Mo Kio,2024,11,20,0.4,0.4,0.4,0.4,26.2,28.1,25.1,4.9,25.6,2024-11-20
Ang Mo Kio,2024,11,21,15.2,14.2,14.2,14.2,27,33,24.6,4.2,24.8,2024-11-21
Ang Mo Kio,2024,11,22,65.8,22.4,34.6,56.8,26.4,33.3,23.2,4.5,35.2,2024-11-22
Ang Mo Kio,2024,11,23,23.8,16.4,22.6,22.8,26.9,33.1,24,4,29.1,2024-11-23
Ang Mo Kio,2024,11,24,15.4,14.8,15.2,15.2,27.3,31.8,24.9,4.1,30.6,2024-11-24
Ang Mo Kio,2024,11,25,8.8,5,5.2,5.2,27.2,30.8,24.7,3.5,22.6,2024-11-25
Ang Mo Kio,2024,11,26,23.2,11.6,12.4,15.2,26.3,32.2,24.1,3.5,18.7,2024-11-26
Ang Mo Kio,2024,11,27,7.8,2.2,4,6.6,25.8,29.7,24.3,4.4,24.8,2024-11-27
Ang Mo Kio,2024,11,28,2.8,0.6,1,1.2,26.4,30.4,24.3,3.5,19.4,2024-11-28
Ang Mo Kio,2024,11,29,39.6,24,28.8,32,25.3,26.9,23,4.6,28.2,2024-11-29
Ang Mo Kio,2024,11,30,0,0,0,0,28.1,33.8,24.7,4.6,20.9,2024-11-30
Ang Mo Kio,2024,12,1,0,0,0,0,28.7,33.2,25.8,6.1,28.5,2024-12-01
Ang Mo Kio,2024,12,2,3.6,3.4,3.6,3.6,27.8,32.8,25.6,4.2,28.2,2024-12-02
Ang Mo Kio,2024,12,3,24.2,10.2,16.4,21.4,27.5,32.5,24.3,4.3,23,2024-12-03
Ang Mo Kio,2024,12,4,0,0,0.2,0.4,28,31.7,25.5,4.9,23.7,2024-12-04
Ang Mo Kio,2024,12,5,0,0,0,0,29.1,33.1,25.8,6.7,40.4,2024-12-05
Ang Mo Kio,2024,12,6,0,0,0,0,29.8,35.1,26.3,5.9,27,2024-12-06
Ang Mo Kio,2024,12,7,0,0,0,0,30,34.9,26.4,7,38.5,2024-12-07
Ang Mo Kio,2024,12,8,1.8,1.6,1.6,1.6,28.3,33.8,26.4,6.6,34.6,2024-12-08
Ang Mo Kio,2024,12,9,2.8,1.2,1.4,1.4,26.6,30.6,24.7,7.9,37,2024-12-09
Ang Mo Kio,2024,12,10,0,0,0,0,27.3,30.6,25,7.1,40.7,2024-12-10
Ang Mo Kio,2024,12,11,4.6,3.8,4.2,4.4,28.5,34.1,24.6,5.6,30.9,2024-12-11
Ang Mo Kio,2024,12,12,0.2,0.2,0.2,0.2,28.2,31,26.2,5.7,25.6,2024-12-12
Ang Mo Kio,2024,12,13,11.4,7.2,10.4,11.4,27.2,28.8,23.9,5.1,40.4,2024-12-13
Ang Mo Kio,2024,12,14,0.2,0.2,0.2,0.2,28.9,34,26,6,32.4,2024-12-14
Ang Mo Kio,2024,12,15,0,0,0,0,28.6,34.2,26.5,4.7,26.3,2024-12-15
Ang Mo Kio,2024,12,16,10.4,9.4,9.8,10,27.3,33.1,23.9,5.3,33.9,2024-12-16
Ang Mo Kio,2024,12,17,1.4,0.8,0.8,0.8,27.4,32.2,25.5,6.3,31.3,2024-12-17
Ang Mo Kio,2024,12,18,4.6,3.8,4.2,4.4,26.1,27.8,25.2,6.2,30.2,2024-12-18
Ang Mo Kio,2024,12,19,0,0,0,0,27,29.2,25,7.4,32,2024-12-19
Ang Mo Kio,2024,12,20,0,0,0,0,26.8,29.7,24.9,9,35.6,2024-12-20
Ang Mo Kio,2024,12,21,0.4,0.4,0.4,0.4,27.3,31.3,25.5,8.1,35.6,2024-12-21
Ang Mo Kio,2024,12,22,0,0,0,0,27.6,31.5,25.9,8.9,33.9,2024-12-22
Ang Mo Kio,2024,12,23,17.4,4,4.6,7.4,26.7,31.1,24.4,6.7,29.1,2024-12-23
Ang Mo Kio,2024,12,24,18.6,9,9.4,9.4,26.1,31,24.3,6.1,27.8,2024-12-24
Ang Mo Kio,2024,12,25,0,0,0,0,27.2,31.4,25.2,6.7,28.5,2024-12-25
Ang Mo Kio,2024,12,26,0,0,0,0,27.4,30.8,25.4,4.8,20.2,2024-12-26
Ang Mo Kio,2024,12,27,1.8,1.6,1.6,1.6,27.8,33.1,25.8,5.8,27.8,2024-12-27
Ang Mo Kio,2024,12,28,0,0,0,0,28,31.9,25.4,8.1,30.2,2024-12-28
Ang Mo Kio,2024,12,29,35.8,32.4,33.4,35.2,27.2,31.9,23.8,7,41.9,2024-12-29
Ang Mo Kio,2024,12,30,6.8,2.4,3.4,4.4,26.1,30.1,23.5,6.8,30.9,2024-12-30
Ang Mo Kio,2024,12,31,28.2,20.6,26.8,27.4,26.7,31.4,23.9,6.6,33.5,2024-12-31
Newton,2024,1,1,7,3,3.4,3.6,25.6,27.9,24.5,5.5,28.5,2024-01-01
Newton,2024,1,2,0.6,0.4,0.4,0.4,27.3,33,24.4,5.4,32,2024-01-02
Newton,2024,1,3,0.2,0.2,0.2,0.2,27.3,31.5,25.5,6.2,26.7,2024-01-03
Newton,2024,1,4,48.8,8,13.8,18.8,24.5,26.6,22.9,7.3,34.3,2024-01-04
Newton,2024,1,5,9.6,4.6,6.4,6.8,26,29.4,24.1,6.8,35.9,2024-01-05
Newton,2024,1,6,4.4,3.2,3.2,3.2,27,30.7,25.1,5.4,28.2,2024-01-06
Newton,2024,1,7,64.8,10.2,16.2,26,24,26.4,22.9,5.8,27.8,2024-01-07
Newton,2024,1,8,0.2,0.2,0.2,0.2,26.3,30.2,23.1,6.5,32.8,2024-01-08
Newton,2024,1,9,1.2,0.6,1,1.2,26.6,30.4,24.3,5.7,29.8,2024-01-09
Newton,2024,1,10,56.2,15.8,21,24.4,25.6,28.8,23.5,6.6,34.3,2024-01-10
Newton,2024,1,11,4,4,4,4,26.9,29.7,24.8,5.9,31.3,2024-01-11
Newton,2024,1,12,8.6,3.2,4.2,5.8,24.9,26.9,23.1,6.4,35.9,2024-01-12
Newton,2024,1,13,0,0,0,0,26.8,31,24.2,5.6,24.4,2024-01-13
Newton,2024,1,14,0,0,0,0,27.3,30.8,25.4,7.5,37,2024-01-14
Newton,2024,1,15,6.2,5.8,5.8,5.8,27.4,31.3,25.6,6.6,30.9,2024-01-15
Newton,2024,1,16,8.6,5.2,6.8,7.4,26.4,29.4,23.7,7,34.3,2024-01-16
Newton,2024,1,17,6.6,2,2.8,3,26.8,31.1,24.5,7.9,37.4,2024-01-17
Newton,2024,1,18,4.6,2.4,2.6,2.6,26.5,29.7,25.1,6.6,34.3,2024-01-18
Newton,2024,1,19,19.8,7.6,13.8,18.2,25.9,29.8,23.6,6.2,34.3,2024-01-19
Newton,2024,1,20,13,2.8,3.8,5.4,24.2,25.5,23.2,6.2,27,2024-01-20
Newton,2024,1,21,3.4,1.8,2,3.4,26.6,32.4,23.2,6.2,21.7,2024-01-21
Newton,2024,1,22,0.2,0.2,0.2,0.2,27.6,32.3,24.7,6,22.6,2024-01-22
Newton,2024,1,23,0.4,0.4,0.4,0.4,27.1,34,25.3,4.9,23.7,2024-01-23
Newton,2024,1,24,67.2,23.4,33.4,46.4,26.1,29.4,24,6.4,32,2024-01-24
Newton,2024,1,25,16.6,9,12.4,13,25.4,30.8,24.1,5.9,26.7,2024-01-25
Newton,2024,1,26,0.2,0.2,0.2,0.2,27.5,31.4,25.2,8.7,39.3,2024-01-26
Newton,2024,1,27,0,0,0,0,27.9,31.2,26.2,9.4,46.9,2024-01-27
Newton,2024,1,28,5.2,5,5,5.2,27.4,30.6,25.6,9.1,38.2,2024-01-28
Newton,2024,1,29,0,0,0,0,27.5,31.4,25.5,8.7,45.4,2024-01-29
Newton,2024,1,30,0.8,0.8,0.8,0.8,27.2,30.3,25.5,7.5,33.5,2024-01-30
Newton,2024,1,31,1.4,1.4,1.4,1.4,27.4,31.9,25.3,7.1,30.2,2024-01-31
Newton,2024,2,1,0,0,0,0,27.7,32.1,25.8,7.4,35,2024-02-01
Newton,2024,2,2,21.6,16.8,21.2,21.4,27.4,32.5,24.8,6.4,33.5,2024-02-02
Newton,2024,2,3,13.4,6.4,6.4,11.6,27.7,33.5,23.5,7.4,38.5,2024-02-03
Newton,2024,2,4,0,0,0,0,28.2,33.9,25,6.3,26.3,2024-02-04
Newton,2024,2,5,0,0,0,0,28.4,34.6,25.3,6.9,32.8,2024-02-05
Newton,2024,2,6,0,0,0,0,28.1,33.2,25.6,5.8,28.5,2024-02-06
Newton,2024,2,7,0,0,0,0,28.1,33.1,25.8,6.4,30.9,2024-02-07
Newton,2024,2,8,1,1,1,1,28,34.8,26,5.5,29.8,2024-02-08
Newton,2024,2,9,30.4,19.4,25.6,30.4,27.5,33,24.4,6.3,28.9,2024-02-09
Newton,2024,2,10,29,21.4,28.8,29,27.3,32.1,24.1,7.4,31.7,2024-02-10
Newton,2024,2,11,3.6,2.6,6,29.2,27.5,32.4,24.5,7.8,37.8,2024-02-11
Newton,2024,2,12,4,1.8,1.8,3.4,26.3,29,24.7,7.9,50.7,2024-02-12
Newton,2024,2,13,13.6,10,10.2,10.8,26.3,28.6,23.9,8.1,42,2024-02-13
Newton,2024,2,14,0.2,0.2,0.2,0.2,27.5,31,25.4,8.2,40.7,2024-02-14
Newton,2024,2,15,7.6,6,6,7,26.5,30.1,24.8,7.5,37.4,2024-02-15
Newton,2024,2,16,0.4,0.4,0.4,0.4,27.7,31.3,26.1,8.3,43.2,2024-02-16
Newton,2024,2,17,1.8,1.8,1.8,1.8,27.6,31.7,25.9,7.4,35,2024-02-17
Newton,2024,2,18,0,0,0,0,28.2,32.4,25.9,6.3,31.3,2024-02-18
Newton,2024,2,19,0,0,0,0,28.3,33.2,26,7.9,32,2024-02-19
Newton,2024,2,20,0,0,0,0,28.6,34,26.2,6.9,27,2024-02-20
Newton,2024,2,21,1.4,1.4,1.4,1.4,28.2,33.6,26.1,6.3,30.2,2024-02-21
Newton,2024,2,22,52.8,32,45.8,52.8,27.8,33,24,6,40,2024-02-22
Newton,2024,2,23,0.2,0.2,0.2,0.2,28,32.9,26.1,6.8,30.9,2024-02-23
Newton,2024,2,24,0,0,0,0,28,31,26,7.2,30.6,2024-02-24
Newton,2024,2,25,0,0,0,0,28.5,32.6,25.8,8.1,32.4,2024-02-25
Newton,2024,2,26,0,0,0,0,28.3,31.8,26.5,9,38.2,2024-02-26
Newton,2024,2,27,0.6,0.4,0.4,0.6,27.7,29.6,26.8,7.9,42,2024-02-27
Newton,2024,2,28,0,0,0,0,28.3,32.1,26.5,8.7,37.4,2024-02-28
Newton,2024,2,29,0,0,0,0,28.7,33.4,25.9,7.8,35.6,2024-02-29
Newton,2024,3,1,4.4,3.4,4,4.4,28.4,32.2,26.9,6.7,32.8,2024-03-01
Newton,2024,3,2,9.2,7,7.2,8.6,27.4,32.4,24.7,6.4,35.2,2024-03-02
Newton,2024,3,3,15.8,8.2,9,9,26.6,29.6,24.3,6.2,29.8,2024-03-03
Newton,2024,3,4,53.2,38.4,48.2,48.8,27.3,31.6,23.8,6,37.8,2024-03-04
Newton,2024,3,5,15.8,7,40.2,52.2,26.1,31.5,24,3.8,22,2024-03-05
Newton,2024,3,6,0.8,0.8,0.8,0.8,27.5,34,24.9,5.1,24.4,2024-03-06
Newton,2024,3,7,31.8,12.2,12.6,18.6,27.6,34.5,24.3,4.2,28.2,2024-03-07
Newton,2024,3,8,2.8,1.2,2,2.6,27,30.7,25.5,4.5,20.9,2024-03-08
Newton,2024,3,9,0.2,0.2,0.2,0.2,28.3,32.5,25.9,6.2,27,2024-03-09
Newton,2024,3,10,15.2,7,12.6,12.8,27.1,29.6,25.2,6,29.8,2024-03-10
Newton,2024,3,11,0,0,0,0,28.5,32.6,25.7,7,33.5,2024-03-11
Newton,2024,3,12,0,0,0,0,28.9,34,26.6,7.4,37.4,2024-03-12
Newton,2024,3,13,0,0,0,0,28.9,34,25.9,8,35,2024-03-13
Newton,2024,3,14,0,0,0,0,28.6,34.4,25.7,7.6,33.9,2024-03-14
Newton,2024,3,15,0,0,0,0,28.4,33.3,25.9,6.3,28.2,2024-03-15
Newton,2024,3,16,0,0,0,0,28.8,33.9,26.1,7,31.3,2024-03-16
Newton,2024,3,17,1.6,1.4,1.6,1.6,29,34.6,26.4,7.9,38.2,2024-03-17
Newton,2024,3,18,0,0,0,0,29.2,34,26,7.3,34.3,2024-03-18
Newton,2024,3,19,24,23.2,24,24,28.5,33.5,25.3,7.4,31.3,2024-03-19
Newton,2024,3,20,1.2,0.6,1.2,1.2,28.3,31.6,26.7,7.8,33.2,2024-03-20
Newton,2024,3,21,0.8,0.8,0.8,0.8,28.3,31.7,26.9,7.3,33.2,2024-03-21
Newton,2024,3,22,0,0,0,0,28.6,32.9,26.5,7.9,35.9,2024-03-22
Newton,2024,3,23,0,0,0,0,29.1,33.8,26.5,8,29.8,2024-03-23
Newton,2024,3,24,0,0,0,0,29,33,26.7,9.5,31.3,2024-03-24
Newton,2024,3,25,0,0,0,0,29.3,34.5,26.8,7.5,27.8,2024-03-25
Newton,2024,3,26,0,0,0,0,29.5,33.9,27.4,7.5,34.6,2024-03-26
Newton,2024,3,27,0,0,0,0,29.5,33.6,26.8,7.4,30.9,2024-03-27
Newton,2024,3,28,3,2.8,3,3,29,32,26.6,9.9,38.9,2024-03-28
Newton,2024,3,29,3.8,3.8,3.8,3.8,29.5,34,24.6,12.5,37.8,2024-03-29
Newton,2024,3,30,0,0,0,0,29.6,34.5,27.9,11,43.5,2024-03-30
Newton,2024,3,31,3.4,2.4,3.4,3.4,29.1,33.4,27.3,4.3,24.4,2024-03-31
Newton,2024,4,1,29,26.6,29,29,28.8,34.2,24,6.1,37,2024-04-01
Newton,2024,4,2,0,0,0,0,30,35.4,27.7,8.8,29.4,2024-04-02
Newton,2024,4,3,11.6,11.2,11.6,11.6,29.3,35.2,25.3,6.9,29.1,2024-04-03
Newton,2024,4,4,29.6,26.6,29,29.6,28.4,33.8,24.6,4.5,40,2024-04-04
Newton,2024,4,5,0,0,0,0,29.3,35.3,26.6,5.5,28.9,2024-04-05
Newton,2024,4,6,0,0,0,0,29.5,34.3,27.2,7.5,29.1,2024-04-06
Newton,2024,4,7,0,0,0,0,29.8,33.1,27.9,7.2,25.2,2024-04-07
Newton,2024,4,8,16.6,12.8,16.4,16.6,28.9,35.7,23.4,5.1,42,2024-04-08
Newton,2024,4,9,0,0,0,0,30,34.3,26.5,5.1,25.6,2024-04-09
Newton,2024,4,10,5.2,5,5.2,5.2,28.5,32.7,26,4.9,32.4,2024-04-10
Newton,2024,4,11,11.6,6.2,7.2,7.2,28.1,32.3,25.4,7,32.8,2024-04-11
Newton,2024,4,12,45.6,14.4,22.8,29.4,25.7,28,23.3,5.3,33.5,2024-04-12
Newton,2024,4,13,0,0,0,0,28.6,32.6,25.5,6.3,30.6,2024-04-13
Newton,2024,4,14,0.2,0.2,0.2,0.2,28.5,31.6,27.2,5.6,30.9,2024-04-14
Newton,2024,4,15,0,0,0,0,28.8,33.1,27.1,7.2,33.5,2024-04-15
Newton,2024,4,16,1,0.4,0.6,0.6,27.4,28.4,26.4,5.8,23.7,2024-04-16
Newton,2024,4,17,1,0.6,0.6,1,28.2,33.1,25.4,5.3,33.9,2024-04-17
Newton,2024,4,18,0,0,0,0,29,33.2,26.4,5.5,23.7,2024-04-18
Newton,2024,4,19,9.4,8.8,9.2,9.2,29.1,33,25.1,5.7,27,2024-04-19
Newton,2024,4,20,20.6,16.4,19,20.4,28.1,32.6,24.3,5.8,40,2024-04-20
Newton,2024,4,21,2.6,2.4,2.6,2.6,28.8,33.8,26.7,4.7,33.5,2024-04-21
Newton,2024,4,22,5.6,5.4,5.6,5.6,29.1,32.2,26.1,5,26.3,2024-04-22
Newton,2024,4,23,1,1,1,1,29.8,35,27.6,6.2,25.9,2024-04-23
Newton,2024,4,24,0,0,0,0,29.8,32.9,28.3,7.2,29.1,2024-04-24
Newton,2024,4,25,0,0,0,0,29.9,34.6,28.2,8.1,35,2024-04-25
Newton,2024,4,26,0,0,0,0,30.1,35.1,27.8,5.4,29.8,2024-04-26
Newton,2024,4,27,0.2,0.2,0.2,0.2,30.4,34.9,28,6.8,30.2,2024-04-27
Newton,2024,4,28,4,3.8,3.8,4,29.3,33.1,26.3,7.9,35.9,2024-04-28
Newton,2024,4,29,0,0,0,0,30.2,34.3,27.5,8.9,33.9,2024-04-29
Newton,2024,4,30,0,NA,0,0,30.3,33.9,28.6,8.3,24.4,2024-04-30
Newton,2024,5,1,12.6,9.4,9.6,10,29.6,35.7,26.6,8.1,35.9,2024-05-01
Newton,2024,5,2,0.8,0.6,0.6,10.2,29,32.5,26.8,5.5,28.9,2024-05-02
Newton,2024,5,3,2,2,2,2,29.3,32.5,27.5,7.1,24.4,2024-05-03
Newton,2024,5,4,41.4,9.6,15.6,19.6,26.3,29.1,23.4,6.2,34.3,2024-05-04
Newton,2024,5,5,0,0,0,0,29.3,32.8,26,6.1,23.7,2024-05-05
Newton,2024,5,6,0,0,0,0,29.8,34.3,28.1,9.6,40.4,2024-05-06
Newton,2024,5,7,1.6,0.8,0.8,1.4,28.4,32.6,26.7,4.9,20.9,2024-05-07
Newton,2024,5,8,21.2,14.6,18.8,20,27.7,31,24.4,6.1,24.4,2024-05-08
Newton,2024,5,9,0,0,0,0,29.6,34,27.3,9,35,2024-05-09
Newton,2024,5,10,2.2,2,2.2,2.2,29.1,32.3,25.9,8.8,56.9,2024-05-10
Newton,2024,5,11,0,0,0,0,29.5,33.7,28,8.8,31.7,2024-05-11
Newton,2024,5,12,0,0,0,0,29,33.5,27.7,6.4,29.4,2024-05-12
Newton,2024,5,13,36.8,31.2,36.4,36.6,28.2,32.7,24,4.8,43.9,2024-05-13
Newton,2024,5,14,21.2,19.2,21,21.2,28.2,35.4,24.2,5.2,30.6,2024-05-14
Newton,2024,5,15,0,0,0,0,29.1,33.1,27.3,5.8,34.6,2024-05-15
Newton,2024,5,16,17.4,7,7.8,10,27.5,30.8,24.3,5.5,36.7,2024-05-16
Newton,2024,5,17,0.2,0.2,0.2,0.2,28.9,32.8,25.5,6.2,23.3,2024-05-17
Newton,2024,5,18,0.6,0.4,0.6,0.6,29,33.5,27.7,7.4,42.4,2024-05-18
Newton,2024,5,19,0.2,0.2,0.2,0.2,29,32,27.8,9.2,36.7,2024-05-19
Newton,2024,5,20,3,1.8,2.2,2.8,28,30.8,26.2,7.8,30.9,2024-05-20
Newton,2024,5,21,0,0,0,0,29,31.8,27.3,8.5,35.2,2024-05-21
Newton,2024,5,22,2.8,1.6,1.6,2.4,28.2,30.8,26.1,5.9,21.3,2024-05-22
Newton,2024,5,23,11.8,10,10.8,11,28.5,33.7,25.6,4.9,28.2,2024-05-23
Newton,2024,5,24,1,0.4,0.8,1,27.9,31,25.6,4,29.4,2024-05-24
Newton,2024,5,25,6.2,2.8,3.2,3.2,27.8,31.8,25,5.4,27.8,2024-05-25
Newton,2024,5,26,0,0,0,0,29,33.7,26.8,6.1,25.9,2024-05-26
Newton,2024,5,27,0,0,0,0,29.8,33.6,28.5,8.2,28.9,2024-05-27
Newton,2024,5,28,0,0,0,0,29.6,32.4,28.2,6.4,40.4,2024-05-28
Newton,2024,5,29,0,0,0,0,30.1,34.5,28.4,9.3,35.6,2024-05-29
Newton,2024,5,30,17,15.6,16.8,17,29,31.6,25.6,9.1,52.6,2024-05-30
Newton,2024,5,31,0,0,0,0,29.3,32.3,27.9,7.5,27,2024-05-31
Newton,2024,6,1,9.6,4.4,4.4,5.8,26.9,29.2,24.9,6.3,34.6,2024-06-01
Newton,2024,6,2,4.6,2.4,3.2,4.4,27.1,31.2,25.1,4.9,21.3,2024-06-02
Newton,2024,6,3,0.2,0.2,0.2,0.2,27.9,32.4,25.4,4.4,28.2,2024-06-03
Newton,2024,6,4,0,0,0,0,28.8,33,26.8,6,25.9,2024-06-04
Newton,2024,6,5,0,0,0,0,29.6,33.1,27.2,7.8,24.8,2024-06-05
Newton,2024,6,6,13,12,13,13,28.4,33.6,24.8,7.9,28.9,2024-06-06
Newton,2024,6,7,2.8,2.8,2.8,2.8,28.2,32.2,26.3,5,30.9,2024-06-07
Newton,2024,6,8,2.8,2.8,2.8,2.8,28.8,32.2,26.6,5.7,35.2,2024-06-08
Newton,2024,6,9,3.4,1.6,1.8,1.8,28.9,31.6,27.4,6.3,30.9,2024-06-09
Newton,2024,6,10,0.2,0.2,0.2,0.2,29,31.8,27.7,6.3,27,2024-06-10
Newton,2024,6,11,0,0,0,0,29.3,34.2,27.1,5.6,34.6,2024-06-11
Newton,2024,6,12,13.2,11.4,12.2,13.2,28.7,31.2,23.7,5.2,34.3,2024-06-12
Newton,2024,6,13,0,0,0,0,29.5,35.1,26.9,4.5,23.7,2024-06-13
Newton,2024,6,14,2.2,2,2.2,2.2,28.7,33.1,25.9,6,27.4,2024-06-14
Newton,2024,6,15,18.4,17.8,18.2,18.4,28.7,31.1,23.9,4.2,32.8,2024-06-15
Newton,2024,6,16,22.4,18.2,19.4,20.6,28,32,22.8,6.4,29.1,2024-06-16
Newton,2024,6,17,0.6,0.4,0.4,0.6,28.4,32.5,25.4,6.8,55,2024-06-17
Newton,2024,6,18,0,0,0,0,28.5,31.7,26.5,5.7,27.8,2024-06-18
Newton,2024,6,19,2.2,2.2,2.2,2.2,28.3,29.8,26,7.2,35.9,2024-06-19
Newton,2024,6,20,0,0,0,0,28.9,32.5,26.5,5.8,30.9,2024-06-20
Newton,2024,6,21,29.4,14,17.6,22,27,29.3,22.3,7.9,43.9,2024-06-21
Newton,2024,6,22,47.8,21.8,28.2,38.4,26,28,22.7,8.5,50.7,2024-06-22
Newton,2024,6,23,0,0,0,0,28.2,31.5,26.1,7.7,28.5,2024-06-23
Newton,2024,6,24,0,0,0,0,29.2,32.6,27.8,8.5,35,2024-06-24
Newton,2024,6,25,0,0,0,0,29.2,33.1,27.9,9.9,40.7,2024-06-25
Newton,2024,6,26,13.2,8.8,12.4,13.2,29.1,32.9,24.9,11.3,37.8,2024-06-26
Newton,2024,6,27,0,0,0,0,28.2,30.8,26.2,8,30.9,2024-06-27
Newton,2024,6,28,3.8,1.8,2.6,3.8,28.4,31.1,26.7,5.2,28.5,2024-06-28
Newton,2024,6,29,21.4,12,12,18.6,28.1,31.5,24.2,5.8,32,2024-06-29
Newton,2024,6,30,26,11.6,15.8,21.2,26.1,28.3,23.3,5.6,34.3,2024-06-30
Newton,2024,7,1,14,8.6,11,14,27.3,32.9,24.4,4.1,21.7,2024-07-01
Newton,2024,7,2,1.2,0.6,0.6,1.2,28.6,31.3,26.9,6,32,2024-07-02
Newton,2024,7,3,0,0,0,0,29,31.8,27.6,8.1,40.7,2024-07-03
Newton,2024,7,4,0,0,0,0,29.2,33.2,27.3,9.3,36.3,2024-07-04
Newton,2024,7,5,0,0,0,0,28.9,33.8,23.5,5,30.6,2024-07-05
